cudagraph_mode,batch_size,target_sm_clock,input_len,model_name,power_based_j_per_token
NONE,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02248751451404048
FULL,16,2130,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.20785689151127262
NONE,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.020243913685420525
FULL,16,1830,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.19057334538703263
NONE,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01748863850136959
FULL,16,1530,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.19927118094564475
NONE,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.018455123204247744
FULL,16,1230,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.1972924748584402
NONE,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01863345975993388
FULL,16,930,4096,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.20129623446906889
NONE,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.025545442055709276
FULL,16,2430,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.1624386659330357
NONE,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.021328964222685497
FULL,16,2130,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.13845640521297178
NONE,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.019241161494417545
FULL,16,1830,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.12805497898685517
NONE,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.016700125462757454
FULL,16,1530,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.13458814178099143
NONE,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.017222111279749607
FULL,16,1230,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.13274841003055554
NONE,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.017901912364330627
FULL,16,930,2048,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.13530244277515077
NONE,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02491052414245605
FULL,16,2430,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.12395448913580245
NONE,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.020731484940973918
FULL,16,2130,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.10528350339470541
NONE,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01884788898833744
FULL,16,1830,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.09710855461844137
NONE,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01630215716544257
FULL,16,1530,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.10325434313329646
NONE,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.017226373521227713
FULL,16,1230,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.10102159616872709
NONE,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.017148841172688802
FULL,16,930,1024,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.10401801896158855
NONE,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.024483032704083474
FULL,16,2430,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.10271765285947144
NONE,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.020189682778761122
FULL,16,2130,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.0871449772385881
NONE,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01840686310780843
FULL,16,1830,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.08498742394367284
NONE,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01598538649540654
FULL,16,1530,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.08637449396939528
NONE,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.016918462179129467
FULL,16,1230,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.08474679495192307
NONE,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.017228595916069876
FULL,16,930,512,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.08844796860871301
NONE,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.02409417173452666
FULL,16,2430,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.09257073322986112
NONE,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.019850646881429033
FULL,16,2130,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.07886802143511905
NONE,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.018142330603545215
FULL,16,1830,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.07682508653402778
NONE,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.015731515180199034
FULL,16,1530,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.07915126506666667
NONE,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.01667070458414714
FULL,16,1230,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.07692664661509901
NONE,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_prefill-all,0.016933961645598235
FULL,16,930,256,JunHowie/Qwen3-8B-GPTQ-Int4_decoding-all,0.0804059118909334
